"","Id","Date","Time","StepTotal"
"92",1503960366,2016-03-15,"17:00:00",623
"93",1503960366,2016-03-15,"18:00:00",467
"94",1503960366,2016-03-15,"19:00:00",282
"95",1503960366,2016-03-15,"20:00:00",3319
"96",1503960366,2016-03-15,"21:00:00",1558
"97",1503960366,2016-03-15,"22:00:00",786
"98",1503960366,2016-03-15,"23:00:00",313
"99",1503960366,2016-03-16,"00:00:00",263
"100",1503960366,2016-03-16,"01:00:00",23
"101",1503960366,2016-03-16,"02:00:00",4
"102",1503960366,2016-03-16,"03:00:00",0
"103",1503960366,2016-03-16,"04:00:00",0
"104",1503960366,2016-03-16,"05:00:00",0
"105",1503960366,2016-03-16,"06:00:00",0
"106",1503960366,2016-03-16,"07:00:00",70
"107",1503960366,2016-03-16,"08:00:00",490
"108",1503960366,2016-03-16,"09:00:00",1513
"109",1503960366,2016-03-16,"10:00:00",224
"110",1503960366,2016-03-16,"11:00:00",874
"111",1503960366,2016-03-16,"12:00:00",1451
"112",1503960366,2016-03-16,"13:00:00",329
"113",1503960366,2016-03-16,"14:00:00",61
"114",1503960366,2016-03-16,"15:00:00",456
"115",1503960366,2016-03-16,"16:00:00",775
"116",1503960366,2016-03-16,"17:00:00",1446
"117",1503960366,2016-03-16,"18:00:00",2407
"118",1503960366,2016-03-16,"19:00:00",103
"119",1503960366,2016-03-16,"20:00:00",447
"120",1503960366,2016-03-16,"21:00:00",2120
"121",1503960366,2016-03-16,"22:00:00",273
"122",1503960366,2016-03-16,"23:00:00",455
"123",1503960366,2016-03-17,"00:00:00",389
"124",1503960366,2016-03-17,"01:00:00",112
"125",1503960366,2016-03-17,"02:00:00",7
"126",1503960366,2016-03-17,"03:00:00",0
"127",1503960366,2016-03-17,"04:00:00",0
"128",1503960366,2016-03-17,"05:00:00",0
"129",1503960366,2016-03-17,"06:00:00",0
"130",1503960366,2016-03-17,"07:00:00",6
"131",1503960366,2016-03-17,"08:00:00",210
"132",1503960366,2016-03-17,"09:00:00",1530
"133",1503960366,2016-03-17,"10:00:00",124
"134",1503960366,2016-03-17,"11:00:00",1803
"135",1503960366,2016-03-17,"12:00:00",113
"136",1503960366,2016-03-17,"13:00:00",1124
"137",1503960366,2016-03-17,"14:00:00",1160
"138",1503960366,2016-03-17,"15:00:00",409
"139",1503960366,2016-03-17,"16:00:00",631
"140",1503960366,2016-03-17,"17:00:00",203
"141",1503960366,2016-03-17,"18:00:00",396
"142",1503960366,2016-03-17,"19:00:00",2165
"143",1503960366,2016-03-17,"20:00:00",147
"144",1503960366,2016-03-17,"21:00:00",2016
"145",1503960366,2016-03-17,"22:00:00",521
"146",1503960366,2016-03-17,"23:00:00",1176
"147",1503960366,2016-03-18,"00:00:00",138
"148",1503960366,2016-03-18,"01:00:00",0
"149",1503960366,2016-03-18,"02:00:00",0
"150",1503960366,2016-03-18,"03:00:00",0
"151",1503960366,2016-03-18,"04:00:00",0
"152",1503960366,2016-03-18,"05:00:00",4
"153",1503960366,2016-03-18,"06:00:00",19
"154",1503960366,2016-03-18,"07:00:00",0
"155",1503960366,2016-03-18,"08:00:00",172
"156",1503960366,2016-03-18,"09:00:00",1952
"157",1503960366,2016-03-18,"10:00:00",279
"158",1503960366,2016-03-18,"11:00:00",207
"159",1503960366,2016-03-18,"12:00:00",145
"160",1503960366,2016-03-18,"13:00:00",242
"161",1503960366,2016-03-18,"14:00:00",3160
"162",1503960366,2016-03-18,"15:00:00",852
"163",1503960366,2016-03-18,"16:00:00",270
"164",1503960366,2016-03-18,"17:00:00",24
"165",1503960366,2016-03-18,"18:00:00",444
"166",1503960366,2016-03-18,"19:00:00",4093
"167",1503960366,2016-03-18,"20:00:00",1445
"168",1503960366,2016-03-18,"21:00:00",332
"169",1503960366,2016-03-18,"22:00:00",13
"170",1503960366,2016-03-18,"23:00:00",390
"171",1503960366,2016-03-19,"00:00:00",115
"172",1503960366,2016-03-19,"01:00:00",0
"173",1503960366,2016-03-19,"02:00:00",0
"174",1503960366,2016-03-19,"03:00:00",10
"175",1503960366,2016-03-19,"04:00:00",0
"176",1503960366,2016-03-19,"05:00:00",0
"177",1503960366,2016-03-19,"06:00:00",0
"178",1503960366,2016-03-19,"07:00:00",53
"179",1503960366,2016-03-19,"08:00:00",538
"180",1503960366,2016-03-19,"09:00:00",3454
"181",1503960366,2016-03-19,"10:00:00",2106
"182",1503960366,2016-03-19,"11:00:00",1307
"183",1503960366,2016-03-19,"12:00:00",909
"184",1503960366,2016-03-19,"13:00:00",303
"185",1503960366,2016-03-19,"14:00:00",150
"186",1503960366,2016-03-19,"15:00:00",123
"187",1503960366,2016-03-19,"16:00:00",127
"188",1503960366,2016-03-19,"17:00:00",198
"189",1503960366,2016-03-19,"18:00:00",50
"190",1503960366,2016-03-19,"19:00:00",533
"191",1503960366,2016-03-19,"20:00:00",433
"192",1503960366,2016-03-19,"21:00:00",75
"193",1503960366,2016-03-19,"22:00:00",850
"194",1503960366,2016-03-19,"23:00:00",4067
"195",1503960366,2016-03-20,"00:00:00",97
"196",1503960366,2016-03-20,"01:00:00",0
"197",1503960366,2016-03-20,"02:00:00",0
"198",1503960366,2016-03-20,"03:00:00",0
"199",1503960366,2016-03-20,"04:00:00",0
"200",1503960366,2016-03-20,"05:00:00",0
"201",1503960366,2016-03-20,"06:00:00",0
"202",1503960366,2016-03-20,"07:00:00",0
"203",1503960366,2016-03-20,"08:00:00",0
"204",1503960366,2016-03-20,"09:00:00",1109
"205",1503960366,2016-03-20,"10:00:00",5000
"206",1503960366,2016-03-20,"11:00:00",1117
"207",1503960366,2016-03-20,"12:00:00",312
"208",1503960366,2016-03-20,"13:00:00",343
"209",1503960366,2016-03-20,"14:00:00",578
"210",1503960366,2016-03-20,"15:00:00",876
"211",1503960366,2016-03-20,"16:00:00",1373
"212",1503960366,2016-03-20,"17:00:00",1841
"213",1503960366,2016-03-20,"18:00:00",638
"214",1503960366,2016-03-20,"19:00:00",718
"215",1503960366,2016-03-20,"20:00:00",421
"216",1503960366,2016-03-20,"21:00:00",78
"217",1503960366,2016-03-20,"22:00:00",57
"218",1503960366,2016-03-20,"23:00:00",552
"219",1503960366,2016-03-21,"00:00:00",0
"220",1503960366,2016-03-21,"01:00:00",0
"221",1503960366,2016-03-21,"02:00:00",0
"222",1503960366,2016-03-21,"03:00:00",11
"223",1503960366,2016-03-21,"04:00:00",0
"224",1503960366,2016-03-21,"05:00:00",0
"225",1503960366,2016-03-21,"06:00:00",0
"226",1503960366,2016-03-21,"07:00:00",55
"227",1503960366,2016-03-21,"08:00:00",1114
"228",1503960366,2016-03-21,"09:00:00",1113
"229",1503960366,2016-03-21,"10:00:00",308
"230",1503960366,2016-03-21,"11:00:00",467
"231",1503960366,2016-03-21,"12:00:00",1884
"232",1503960366,2016-03-21,"13:00:00",184
"233",1503960366,2016-03-21,"14:00:00",298
"234",1503960366,2016-03-21,"15:00:00",497
"235",1503960366,2016-03-21,"16:00:00",355
"236",1503960366,2016-03-21,"17:00:00",588
"237",1503960366,2016-03-21,"18:00:00",1564
"238",1503960366,2016-03-21,"19:00:00",396
"239",1503960366,2016-03-21,"20:00:00",99
"240",1503960366,2016-03-21,"21:00:00",172
"241",1503960366,2016-03-21,"22:00:00",371
"242",1503960366,2016-03-21,"23:00:00",447
"243",1503960366,2016-03-22,"00:00:00",14
"244",1503960366,2016-03-22,"01:00:00",50
"245",1503960366,2016-03-22,"02:00:00",0
"246",1503960366,2016-03-22,"03:00:00",0
"247",1503960366,2016-03-22,"04:00:00",0
"248",1503960366,2016-03-22,"05:00:00",0
"249",1503960366,2016-03-22,"06:00:00",0
"250",1503960366,2016-03-22,"07:00:00",0
"251",1503960366,2016-03-22,"08:00:00",34
"252",1503960366,2016-03-22,"09:00:00",1732
"253",1503960366,2016-03-22,"10:00:00",497
"254",1503960366,2016-03-22,"11:00:00",296
"255",1503960366,2016-03-22,"12:00:00",322
"256",1503960366,2016-03-22,"13:00:00",657
"257",1503960366,2016-03-22,"14:00:00",1657
"258",1503960366,2016-03-22,"15:00:00",455
"259",1503960366,2016-03-22,"16:00:00",278
"260",1503960366,2016-03-22,"17:00:00",953
"261",1503960366,2016-03-22,"18:00:00",1123
"262",1503960366,2016-03-22,"19:00:00",1479
"263",1503960366,2016-03-22,"20:00:00",366
"264",1503960366,2016-03-22,"21:00:00",349
"265",1503960366,2016-03-22,"22:00:00",4587
"266",1503960366,2016-03-22,"23:00:00",351
"267",1503960366,2016-03-23,"00:00:00",311
"268",1503960366,2016-03-23,"01:00:00",0
"269",1503960366,2016-03-23,"02:00:00",29
"270",1503960366,2016-03-23,"03:00:00",0
"271",1503960366,2016-03-23,"04:00:00",0
"272",1503960366,2016-03-23,"05:00:00",0
"273",1503960366,2016-03-23,"06:00:00",0
"274",1503960366,2016-03-23,"07:00:00",82
"275",1503960366,2016-03-23,"08:00:00",534
"276",1503960366,2016-03-23,"09:00:00",1623
"277",1503960366,2016-03-23,"10:00:00",504
"278",1503960366,2016-03-23,"11:00:00",414
"279",1503960366,2016-03-23,"12:00:00",411
"280",1503960366,2016-03-23,"13:00:00",1226
"281",1503960366,2016-03-23,"14:00:00",2674
"282",1503960366,2016-03-23,"15:00:00",236
"283",1503960366,2016-03-23,"16:00:00",383
"284",1503960366,2016-03-23,"17:00:00",411
"285",1503960366,2016-03-23,"18:00:00",325
"286",1503960366,2016-03-23,"19:00:00",2937
"287",1503960366,2016-03-23,"20:00:00",1086
"288",1503960366,2016-03-23,"21:00:00",61
"289",1503960366,2016-03-23,"22:00:00",119
"290",1503960366,2016-03-23,"23:00:00",413
"291",1503960366,2016-03-24,"00:00:00",42
"292",1503960366,2016-03-24,"01:00:00",126
"293",1503960366,2016-03-24,"02:00:00",7
"294",1503960366,2016-03-24,"03:00:00",8
"295",1503960366,2016-03-24,"04:00:00",0
"296",1503960366,2016-03-24,"05:00:00",8
"297",1503960366,2016-03-24,"06:00:00",0
"298",1503960366,2016-03-24,"07:00:00",29
"299",1503960366,2016-03-24,"08:00:00",553
"300",1503960366,2016-03-24,"09:00:00",2041
"301",1503960366,2016-03-24,"10:00:00",90
"302",1503960366,2016-03-24,"11:00:00",63
"303",1503960366,2016-03-24,"12:00:00",1180
"304",1503960366,2016-03-24,"13:00:00",770
"305",1503960366,2016-03-24,"14:00:00",1320
"306",1503960366,2016-03-24,"15:00:00",504
"307",1503960366,2016-03-24,"16:00:00",210
"308",1503960366,2016-03-24,"17:00:00",526
"309",1503960366,2016-03-24,"18:00:00",66
"310",1503960366,2016-03-24,"19:00:00",75
"311",1503960366,2016-03-24,"20:00:00",3858
"312",1503960366,2016-03-24,"21:00:00",1090
"313",1503960366,2016-03-24,"22:00:00",185
"314",1503960366,2016-03-24,"23:00:00",294
"315",1503960366,2016-03-25,"00:00:00",16
"316",1503960366,2016-03-25,"01:00:00",179
"317",1503960366,2016-03-25,"02:00:00",5
"318",1503960366,2016-03-25,"03:00:00",7
"319",1503960366,2016-03-25,"04:00:00",0
"320",1503960366,2016-03-25,"05:00:00",0
"321",1503960366,2016-03-25,"06:00:00",0
"322",1503960366,2016-03-25,"07:00:00",40
"323",1503960366,2016-03-25,"08:00:00",565
"324",1503960366,2016-03-25,"09:00:00",1545
"325",1503960366,2016-03-25,"10:00:00",309
"326",1503960366,2016-03-25,"11:00:00",1226
"327",1503960366,2016-03-25,"12:00:00",78
"328",1503960366,2016-03-25,"13:00:00",187
"329",1503960366,2016-03-25,"14:00:00",419
"330",1503960366,2016-03-25,"15:00:00",0
"331",1503960366,2016-03-25,"16:00:00",427
"332",1503960366,2016-03-25,"17:00:00",435
"333",1503960366,2016-03-25,"18:00:00",238
"334",1503960366,2016-03-25,"19:00:00",135
"335",1503960366,2016-03-25,"20:00:00",2590
"336",1503960366,2016-03-25,"21:00:00",2390
"337",1503960366,2016-03-25,"22:00:00",151
"338",1503960366,2016-03-25,"23:00:00",89
"339",1503960366,2016-03-26,"00:00:00",57
"340",1503960366,2016-03-26,"01:00:00",121
"341",1503960366,2016-03-26,"02:00:00",0
"342",1503960366,2016-03-26,"03:00:00",19
"343",1503960366,2016-03-26,"04:00:00",0
"344",1503960366,2016-03-26,"05:00:00",0
"345",1503960366,2016-03-26,"06:00:00",0
"346",1503960366,2016-03-26,"07:00:00",0
"347",1503960366,2016-03-26,"08:00:00",0
"348",1503960366,2016-03-26,"09:00:00",69
"349",1503960366,2016-03-26,"10:00:00",394
"350",1503960366,2016-03-26,"11:00:00",145
"351",1503960366,2016-03-26,"12:00:00",152
"352",1503960366,2016-03-26,"13:00:00",393
"353",1503960366,2016-03-26,"14:00:00",759
"354",1503960366,2016-03-26,"15:00:00",828
"355",1503960366,2016-03-26,"16:00:00",5564
"356",1503960366,2016-03-26,"17:00:00",3053
"357",1503960366,2016-03-26,"18:00:00",3785
"358",1503960366,2016-03-26,"19:00:00",323
"359",1503960366,2016-03-26,"20:00:00",207
"360",1503960366,2016-03-26,"21:00:00",252
"361",1503960366,2016-03-26,"22:00:00",785
"362",1503960366,2016-03-26,"23:00:00",686
"363",1503960366,2016-03-27,"00:00:00",152
"364",1503960366,2016-03-27,"01:00:00",16
"365",1503960366,2016-03-27,"02:00:00",0
"366",1503960366,2016-03-27,"03:00:00",0
"367",1503960366,2016-03-27,"04:00:00",0
"368",1503960366,2016-03-27,"05:00:00",0
"369",1503960366,2016-03-27,"06:00:00",9
"370",1503960366,2016-03-27,"07:00:00",8
"371",1503960366,2016-03-27,"08:00:00",0
"372",1503960366,2016-03-27,"09:00:00",393
"373",1503960366,2016-03-27,"10:00:00",5033
"374",1503960366,2016-03-27,"11:00:00",321
"375",1503960366,2016-03-27,"12:00:00",100
"376",1503960366,2016-03-27,"13:00:00",684
"377",1503960366,2016-03-27,"14:00:00",652
"378",1503960366,2016-03-27,"15:00:00",255
"379",1503960366,2016-03-27,"16:00:00",99
"380",1503960366,2016-03-27,"17:00:00",214
"381",1503960366,2016-03-27,"18:00:00",540
"382",1503960366,2016-03-27,"19:00:00",2887
"383",1503960366,2016-03-27,"20:00:00",372
"384",1503960366,2016-03-27,"21:00:00",461
"385",1503960366,2016-03-27,"22:00:00",367
"386",1503960366,2016-03-27,"23:00:00",163
"387",1503960366,2016-03-28,"00:00:00",0
"388",1503960366,2016-03-28,"01:00:00",242
"389",1503960366,2016-03-28,"02:00:00",0
"390",1503960366,2016-03-28,"03:00:00",0
"391",1503960366,2016-03-28,"04:00:00",0
"392",1503960366,2016-03-28,"05:00:00",0
"393",1503960366,2016-03-28,"06:00:00",0
"394",1503960366,2016-03-28,"07:00:00",0
"395",1503960366,2016-03-28,"08:00:00",91
"396",1503960366,2016-03-28,"09:00:00",1801
"397",1503960366,2016-03-28,"10:00:00",209
"398",1503960366,2016-03-28,"11:00:00",242
"399",1503960366,2016-03-28,"12:00:00",198
"400",1503960366,2016-03-28,"13:00:00",3422
"401",1503960366,2016-03-28,"14:00:00",1116
"402",1503960366,2016-03-28,"15:00:00",281
"403",1503960366,2016-03-28,"16:00:00",228
"404",1503960366,2016-03-28,"17:00:00",135
"405",1503960366,2016-03-28,"18:00:00",252
"406",1503960366,2016-03-28,"19:00:00",3298
"407",1503960366,2016-03-28,"20:00:00",872
"408",1503960366,2016-03-28,"21:00:00",81
"409",1503960366,2016-03-28,"22:00:00",196
"410",1503960366,2016-03-28,"23:00:00",641
"411",1503960366,2016-03-29,"00:00:00",0
"412",1503960366,2016-03-29,"01:00:00",0
"413",1503960366,2016-03-29,"02:00:00",15
"414",1503960366,2016-03-29,"03:00:00",0
"415",1503960366,2016-03-29,"04:00:00",0
"416",1503960366,2016-03-29,"05:00:00",6
"417",1503960366,2016-03-29,"06:00:00",21
"418",1503960366,2016-03-29,"07:00:00",53
"419",1503960366,2016-03-29,"08:00:00",185
"420",1503960366,2016-03-29,"09:00:00",1580
"421",1503960366,2016-03-29,"10:00:00",446
"422",1503960366,2016-03-29,"11:00:00",869
"423",1503960366,2016-03-29,"12:00:00",147
"424",1503960366,2016-03-29,"13:00:00",1158
"425",1503960366,2016-03-29,"14:00:00",243
"426",1503960366,2016-03-29,"15:00:00",413
"427",1503960366,2016-03-29,"16:00:00",348
"428",1503960366,2016-03-29,"17:00:00",288
"429",1503960366,2016-03-29,"18:00:00",535
"430",1503960366,2016-03-29,"19:00:00",198
"431",1503960366,2016-03-29,"20:00:00",3559
"432",1503960366,2016-03-29,"21:00:00",1034
"433",1503960366,2016-03-29,"22:00:00",0
"434",1503960366,2016-03-29,"23:00:00",701
"435",1503960366,2016-03-30,"00:00:00",154
"436",1503960366,2016-03-30,"01:00:00",0
"437",1503960366,2016-03-30,"02:00:00",0
"438",1503960366,2016-03-30,"03:00:00",0
"439",1503960366,2016-03-30,"04:00:00",0
"440",1503960366,2016-03-30,"05:00:00",0
"441",1503960366,2016-03-30,"06:00:00",0
"442",1503960366,2016-03-30,"07:00:00",0
"443",1503960366,2016-03-30,"08:00:00",15
"444",1503960366,2016-03-30,"09:00:00",1379
"445",1503960366,2016-03-30,"10:00:00",233
"446",1503960366,2016-03-30,"11:00:00",475
"447",1503960366,2016-03-30,"12:00:00",1979
"448",1503960366,2016-03-30,"13:00:00",26
"449",1503960366,2016-03-30,"14:00:00",443
"450",1503960366,2016-03-30,"15:00:00",209
"451",1503960366,2016-03-30,"16:00:00",67
"452",1503960366,2016-03-30,"17:00:00",35
"453",1503960366,2016-03-30,"18:00:00",2696
"454",1503960366,2016-03-30,"19:00:00",1299
"455",1503960366,2016-03-30,"20:00:00",996
"456",1503960366,2016-03-30,"21:00:00",570
"457",1503960366,2016-03-30,"22:00:00",38
"458",1503960366,2016-03-30,"23:00:00",510
"459",1503960366,2016-03-31,"00:00:00",82
"460",1503960366,2016-03-31,"01:00:00",7
"461",1503960366,2016-03-31,"02:00:00",129
"462",1503960366,2016-03-31,"03:00:00",0
"463",1503960366,2016-03-31,"04:00:00",0
"464",1503960366,2016-03-31,"05:00:00",0
"465",1503960366,2016-03-31,"06:00:00",0
"466",1503960366,2016-03-31,"07:00:00",34
"467",1503960366,2016-03-31,"08:00:00",164
"468",1503960366,2016-03-31,"09:00:00",1539
"469",1503960366,2016-03-31,"10:00:00",314
"470",1503960366,2016-03-31,"11:00:00",119
"471",1503960366,2016-03-31,"12:00:00",358
"472",1503960366,2016-03-31,"13:00:00",460
"473",1503960366,2016-03-31,"14:00:00",796
"474",1503960366,2016-03-31,"15:00:00",988
"475",1503960366,2016-03-31,"16:00:00",135
"476",1503960366,2016-03-31,"17:00:00",145
"477",1503960366,2016-03-31,"18:00:00",198
"478",1503960366,2016-03-31,"19:00:00",231
"479",1503960366,2016-03-31,"20:00:00",1497
"480",1503960366,2016-03-31,"21:00:00",1011
"481",1503960366,2016-03-31,"22:00:00",307
"482",1503960366,2016-03-31,"23:00:00",3617
"483",1503960366,2016-04-01,"00:00:00",388
"484",1503960366,2016-04-01,"01:00:00",0
"485",1503960366,2016-04-01,"02:00:00",41
"486",1503960366,2016-04-01,"03:00:00",106
"487",1503960366,2016-04-01,"04:00:00",0
"488",1503960366,2016-04-01,"05:00:00",0
"489",1503960366,2016-04-01,"06:00:00",0
"490",1503960366,2016-04-01,"07:00:00",43
"491",1503960366,2016-04-01,"08:00:00",251
"492",1503960366,2016-04-01,"09:00:00",194
"493",1503960366,2016-04-01,"10:00:00",104
"494",1503960366,2016-04-01,"11:00:00",30
"495",1503960366,2016-04-01,"12:00:00",33
"496",1503960366,2016-04-01,"13:00:00",33
"497",1503960366,2016-04-01,"14:00:00",176
"498",1503960366,2016-04-01,"15:00:00",152
"499",1503960366,2016-04-01,"16:00:00",343
"500",1503960366,2016-04-01,"17:00:00",20
"501",1503960366,2016-04-01,"18:00:00",109
"502",1503960366,2016-04-01,"19:00:00",17
"503",1503960366,2016-04-01,"20:00:00",2534
"504",1503960366,2016-04-01,"21:00:00",2861
"505",1503960366,2016-04-01,"22:00:00",3804
"506",1503960366,2016-04-01,"23:00:00",1268
"507",1503960366,2016-04-02,"00:00:00",256
"508",1503960366,2016-04-02,"01:00:00",11
"509",1503960366,2016-04-02,"02:00:00",0
"510",1503960366,2016-04-02,"03:00:00",168
"511",1503960366,2016-04-02,"04:00:00",0
"512",1503960366,2016-04-02,"05:00:00",8
"513",1503960366,2016-04-02,"06:00:00",0
"514",1503960366,2016-04-02,"07:00:00",66
"515",1503960366,2016-04-02,"08:00:00",26
"516",1503960366,2016-04-02,"09:00:00",95
"517",1503960366,2016-04-02,"10:00:00",53
"518",1503960366,2016-04-02,"11:00:00",311
"519",1503960366,2016-04-02,"12:00:00",23
"520",1503960366,2016-04-02,"13:00:00",486
"521",1503960366,2016-04-02,"14:00:00",92
"522",1503960366,2016-04-02,"15:00:00",274
"523",1503960366,2016-04-02,"16:00:00",675
"524",1503960366,2016-04-02,"17:00:00",247
"525",1503960366,2016-04-02,"18:00:00",111
"526",1503960366,2016-04-02,"19:00:00",3545
"527",1503960366,2016-04-02,"20:00:00",1840
"528",1503960366,2016-04-02,"21:00:00",525
"529",1503960366,2016-04-02,"22:00:00",773
"530",1503960366,2016-04-02,"23:00:00",1542
"531",1503960366,2016-04-03,"00:00:00",121
"532",1503960366,2016-04-03,"01:00:00",53
"533",1503960366,2016-04-03,"02:00:00",91
"534",1503960366,2016-04-03,"03:00:00",41
"535",1503960366,2016-04-03,"04:00:00",7
"536",1503960366,2016-04-03,"05:00:00",4
"537",1503960366,2016-04-03,"06:00:00",0
"538",1503960366,2016-04-03,"07:00:00",0
"539",1503960366,2016-04-03,"08:00:00",0
"540",1503960366,2016-04-03,"09:00:00",80
"541",1503960366,2016-04-03,"10:00:00",1746
"542",1503960366,2016-04-03,"11:00:00",462
"543",1503960366,2016-04-03,"12:00:00",572
"544",1503960366,2016-04-03,"13:00:00",698
"545",1503960366,2016-04-03,"14:00:00",25
"546",1503960366,2016-04-03,"15:00:00",559
"547",1503960366,2016-04-03,"16:00:00",112
"548",1503960366,2016-04-03,"17:00:00",288
"549",1503960366,2016-04-03,"18:00:00",215
"550",1503960366,2016-04-03,"19:00:00",325
"551",1503960366,2016-04-03,"20:00:00",376
"552",1503960366,2016-04-03,"21:00:00",308
"553",1503960366,2016-04-03,"22:00:00",203
"554",1503960366,2016-04-03,"23:00:00",3637
"555",1503960366,2016-04-04,"00:00:00",236
"556",1503960366,2016-04-04,"01:00:00",45
"557",1503960366,2016-04-04,"02:00:00",63
"558",1503960366,2016-04-04,"03:00:00",9
"559",1503960366,2016-04-04,"04:00:00",0
"560",1503960366,2016-04-04,"05:00:00",31
"561",1503960366,2016-04-04,"06:00:00",0
"562",1503960366,2016-04-04,"07:00:00",37
"563",1503960366,2016-04-04,"08:00:00",407
"564",1503960366,2016-04-04,"09:00:00",1999
"565",1503960366,2016-04-04,"10:00:00",336
"566",1503960366,2016-04-04,"11:00:00",348
"567",1503960366,2016-04-04,"12:00:00",2113
"568",1503960366,2016-04-04,"13:00:00",262
"569",1503960366,2016-04-04,"14:00:00",516
"570",1503960366,2016-04-04,"15:00:00",112
"571",1503960366,2016-04-04,"16:00:00",206
"572",1503960366,2016-04-04,"17:00:00",758
"573",1503960366,2016-04-04,"18:00:00",1444
"574",1503960366,2016-04-04,"19:00:00",2628
"575",1503960366,2016-04-04,"20:00:00",1429
"576",1503960366,2016-04-04,"21:00:00",417
"577",1503960366,2016-04-04,"22:00:00",221
