"","Id","Date","Time","WeightKg","WeightPounds","Fat","BMI","IsManualReport","LogId"
"54",6962181067,2016-05-01,"23:59:59",61.7000007629395,136.025217450139,,24.1000003814697,TRUE,1462147199000
"55",6962181067,2016-05-02,"23:59:59",61.5,135.584291243775,,24,TRUE,1462233599000
"56",6962181067,2016-05-03,"23:59:59",61,134.48197993285,,23.8199996948242,TRUE,1462319999000
"57",6962181067,2016-05-04,"23:59:59",61.0999984741211,134.702438831048,,23.8500003814697,TRUE,1462406399000
"58",6962181067,2016-05-05,"23:59:59",61.2999992370605,135.143365037411,,23.9300003051758,TRUE,1462492799000
"59",6962181067,2016-05-06,"23:59:59",61.5,135.584291243775,,24,TRUE,1462579199000
"60",6962181067,2016-05-07,"23:59:59",61.2000007629395,134.922906139214,,23.8899993896484,TRUE,1462665599000
"61",6962181067,2016-05-08,"23:59:59",61.2000007629395,134.922906139214,,23.8899993896484,TRUE,1462751999000
"62",6962181067,2016-05-09,"23:59:59",62.4000015258789,137.568454967427,,24.3500003814697,TRUE,1462838399000
"63",6962181067,2016-05-10,"23:59:59",62.0999984741211,136.907061452898,,24.2399997711182,TRUE,1462924799000
"64",6962181067,2016-05-11,"23:59:59",61.9000015258789,136.466143656502,,24.1700000762939,TRUE,1463011199000
"65",6962181067,2016-05-12,"23:59:59",61.9000015258789,136.466143656502,,24.1700000762939,TRUE,1463097599000
"66",8253242879,2016-04-07,"23:59:59",75.5999984741211,166.669466847873,,29.5499992370605,TRUE,1460073599000
"67",8877689391,2016-04-01,"06:49:40",85.5,188.495234168175,,25.6100006103516,FALSE,1459493380000
"68",8877689391,2016-04-04,"06:53:43",86.5999984741211,190.920315688223,,25.9400005340576,FALSE,1459752823000
"69",8877689391,2016-04-05,"06:40:15",86,189.5975454791,,25.7600002288818,FALSE,1459838415000
"70",8877689391,2016-04-06,"06:49:31",86.3000030517578,190.258938993629,,25.8299999237061,FALSE,1459925371000
"71",8877689391,2016-04-07,"06:15:08",85.0999984741211,187.613381755448,,25.4899997711182,FALSE,1460009708000
"72",8877689391,2016-04-08,"06:39:44",85,187.39292285725,,25.4400005340576,FALSE,1460097584000
"73",8877689391,2016-04-09,"08:06:12",85.4000015258789,188.274775269977,,25.5599994659424,FALSE,1460189172000
"74",8877689391,2016-04-11,"06:58:09",86.0999984741211,189.818004377298,,25.7900009155273,FALSE,1460357889000
"75",8877689391,2016-04-12,"06:47:11",85.8000030517578,189.156627682704,,25.6800003051758,FALSE,1460443631000
"76",8877689391,2016-04-13,"06:55:00",84.9000015258789,187.172463959052,,25.4099998474121,FALSE,1460530500000
"77",8877689391,2016-04-14,"06:48:43",84.5,186.290611546325,,25.3099994659424,FALSE,1460616523000
"78",8877689391,2016-04-16,"13:39:25",85.5,188.495234168175,,25.5900001525879,FALSE,1460813965000
"79",8877689391,2016-04-18,"06:51:14",85.8000030517578,189.156627682704,,25.6800003051758,FALSE,1460962274000
"80",8877689391,2016-04-19,"06:39:31",85.3000030517578,188.054316371779,,25.5300006866455,FALSE,1461047971000
"81",8877689391,2016-04-20,"06:44:54",84.9000015258789,187.172463959052,,25.4099998474121,FALSE,1461134694000
"82",8877689391,2016-04-21,"06:50:27",84.5,186.290611546325,,25.2900009155273,FALSE,1461221427000
"83",8877689391,2016-04-23,"07:22:28",85.5,188.495234168175,,25.5900001525879,FALSE,1461396148000
"84",8877689391,2016-04-24,"07:38:05",85.5,188.495234168175,,25.5900001525879,FALSE,1461483485000
"85",8877689391,2016-04-25,"06:40:16",85.4000015258789,188.274775269977,,25.5599994659424,FALSE,1461566416000
"86",8877689391,2016-04-26,"06:50:27",85.0999984741211,187.613381755448,,25.4899997711182,FALSE,1461653427000
"87",8877689391,2016-04-27,"06:51:05",85.4000015258789,188.274775269977,,25.5599994659424,FALSE,1461739865000
"88",8877689391,2016-04-28,"06:50:03",85.0999984741211,187.613381755448,,25.4899997711182,FALSE,1461826203000
"89",8877689391,2016-04-29,"06:49:55",84.9000015258789,187.172463959052,,25.4099998474121,FALSE,1461912595000
"90",8877689391,2016-04-30,"07:49:03",85.5,188.495234168175,,25.5900001525879,FALSE,1462002543000
"91",8877689391,2016-05-01,"08:47:49",85.3000030517578,188.054316371779,,25.5300006866455,FALSE,1462092469000
"92",8877689391,2016-05-03,"06:49:41",84.9000015258789,187.172463959052,,25.4099998474121,FALSE,1462258181000
"93",8877689391,2016-05-04,"06:48:22",84.4000015258789,186.070152648127,,25.2600002288818,FALSE,1462344502000
"94",8877689391,2016-05-06,"06:43:35",85,187.39292285725,,25.4400005340576,FALSE,1462517015000
"95",8877689391,2016-05-08,"07:35:53",85.4000015258789,188.274775269977,,25.5599994659424,FALSE,1462692953000
"96",8877689391,2016-05-09,"06:39:44",85.5,188.495234168175,,25.6100006103516,FALSE,1462775984000
"97",8877689391,2016-05-11,"06:51:47",85.4000015258789,188.274775269977,,25.5599994659424,FALSE,1462949507000
"98",8877689391,2016-05-12,"06:42:53",84,185.1883002354,,25.1399993896484,FALSE,1463035373000
