"","Id","Date","Time","Calories"
"51",1503960366,2016-03-14,"00:00:00",56
"52",1503960366,2016-03-14,"01:00:00",55
"53",1503960366,2016-03-14,"02:00:00",49
"54",1503960366,2016-03-14,"03:00:00",48
"55",1503960366,2016-03-14,"04:00:00",48
"56",1503960366,2016-03-14,"05:00:00",49
"57",1503960366,2016-03-14,"06:00:00",48
"58",1503960366,2016-03-14,"07:00:00",53
"59",1503960366,2016-03-14,"08:00:00",68
"60",1503960366,2016-03-14,"09:00:00",199
"61",1503960366,2016-03-14,"10:00:00",59
"62",1503960366,2016-03-14,"11:00:00",72
"63",1503960366,2016-03-14,"12:00:00",66
"64",1503960366,2016-03-14,"13:00:00",54
"65",1503960366,2016-03-14,"14:00:00",59
"66",1503960366,2016-03-14,"15:00:00",71
"67",1503960366,2016-03-14,"16:00:00",68
"68",1503960366,2016-03-14,"17:00:00",76
"69",1503960366,2016-03-14,"18:00:00",96
"70",1503960366,2016-03-14,"19:00:00",100
"71",1503960366,2016-03-14,"20:00:00",124
"72",1503960366,2016-03-14,"21:00:00",67
"73",1503960366,2016-03-14,"22:00:00",48
"74",1503960366,2016-03-14,"23:00:00",198
"75",1503960366,2016-03-15,"00:00:00",48
"76",1503960366,2016-03-15,"01:00:00",48
"77",1503960366,2016-03-15,"02:00:00",54
"78",1503960366,2016-03-15,"03:00:00",48
"79",1503960366,2016-03-15,"04:00:00",49
"80",1503960366,2016-03-15,"05:00:00",48
"81",1503960366,2016-03-15,"06:00:00",49
"82",1503960366,2016-03-15,"07:00:00",49
"83",1503960366,2016-03-15,"08:00:00",91
"84",1503960366,2016-03-15,"09:00:00",148
"85",1503960366,2016-03-15,"10:00:00",92
"86",1503960366,2016-03-15,"11:00:00",104
"87",1503960366,2016-03-15,"12:00:00",142
"88",1503960366,2016-03-15,"13:00:00",77
"89",1503960366,2016-03-15,"14:00:00",107
"90",1503960366,2016-03-15,"15:00:00",77
"91",1503960366,2016-03-15,"16:00:00",96
"92",1503960366,2016-03-15,"17:00:00",90
"93",1503960366,2016-03-15,"18:00:00",82
"94",1503960366,2016-03-15,"19:00:00",75
"95",1503960366,2016-03-15,"20:00:00",207
"96",1503960366,2016-03-15,"21:00:00",131
"97",1503960366,2016-03-15,"22:00:00",108
"98",1503960366,2016-03-15,"23:00:00",76
"99",1503960366,2016-03-16,"00:00:00",70
"100",1503960366,2016-03-16,"01:00:00",50
"101",1503960366,2016-03-16,"02:00:00",50
"102",1503960366,2016-03-16,"03:00:00",48
"103",1503960366,2016-03-16,"04:00:00",48
"104",1503960366,2016-03-16,"05:00:00",49
"105",1503960366,2016-03-16,"06:00:00",48
"106",1503960366,2016-03-16,"07:00:00",56
"107",1503960366,2016-03-16,"08:00:00",91
"108",1503960366,2016-03-16,"09:00:00",125
"109",1503960366,2016-03-16,"10:00:00",73
"110",1503960366,2016-03-16,"11:00:00",105
"111",1503960366,2016-03-16,"12:00:00",124
"112",1503960366,2016-03-16,"13:00:00",79
"113",1503960366,2016-03-16,"14:00:00",61
"114",1503960366,2016-03-16,"15:00:00",86
"115",1503960366,2016-03-16,"16:00:00",103
"116",1503960366,2016-03-16,"17:00:00",122
"117",1503960366,2016-03-16,"18:00:00",166
"118",1503960366,2016-03-16,"19:00:00",59
"119",1503960366,2016-03-16,"20:00:00",72
"120",1503960366,2016-03-16,"21:00:00",146
"121",1503960366,2016-03-16,"22:00:00",78
"122",1503960366,2016-03-16,"23:00:00",82
"123",1503960366,2016-03-17,"00:00:00",76
"124",1503960366,2016-03-17,"01:00:00",58
"125",1503960366,2016-03-17,"02:00:00",49
"126",1503960366,2016-03-17,"03:00:00",48
"127",1503960366,2016-03-17,"04:00:00",48
"128",1503960366,2016-03-17,"05:00:00",48
"129",1503960366,2016-03-17,"06:00:00",49
"130",1503960366,2016-03-17,"07:00:00",50
"131",1503960366,2016-03-17,"08:00:00",67
"132",1503960366,2016-03-17,"09:00:00",125
"133",1503960366,2016-03-17,"10:00:00",69
"134",1503960366,2016-03-17,"11:00:00",148
"135",1503960366,2016-03-17,"12:00:00",70
"136",1503960366,2016-03-17,"13:00:00",113
"137",1503960366,2016-03-17,"14:00:00",119
"138",1503960366,2016-03-17,"15:00:00",86
"139",1503960366,2016-03-17,"16:00:00",94
"140",1503960366,2016-03-17,"17:00:00",66
"141",1503960366,2016-03-17,"18:00:00",76
"142",1503960366,2016-03-17,"19:00:00",158
"143",1503960366,2016-03-17,"20:00:00",75
"144",1503960366,2016-03-17,"21:00:00",146
"145",1503960366,2016-03-17,"22:00:00",97
"146",1503960366,2016-03-17,"23:00:00",118
"147",1503960366,2016-03-18,"00:00:00",57
"148",1503960366,2016-03-18,"01:00:00",48
"149",1503960366,2016-03-18,"02:00:00",48
"150",1503960366,2016-03-18,"03:00:00",48
"151",1503960366,2016-03-18,"04:00:00",48
"152",1503960366,2016-03-18,"05:00:00",49
"153",1503960366,2016-03-18,"06:00:00",51
"154",1503960366,2016-03-18,"07:00:00",49
"155",1503960366,2016-03-18,"08:00:00",67
"156",1503960366,2016-03-18,"09:00:00",147
"157",1503960366,2016-03-18,"10:00:00",73
"158",1503960366,2016-03-18,"11:00:00",72
"159",1503960366,2016-03-18,"12:00:00",64
"160",1503960366,2016-03-18,"13:00:00",68
"161",1503960366,2016-03-18,"14:00:00",207
"162",1503960366,2016-03-18,"15:00:00",101
"163",1503960366,2016-03-18,"16:00:00",76
"164",1503960366,2016-03-18,"17:00:00",59
"165",1503960366,2016-03-18,"18:00:00",82
"166",1503960366,2016-03-18,"19:00:00",238
"167",1503960366,2016-03-18,"20:00:00",121
"168",1503960366,2016-03-18,"21:00:00",72
"169",1503960366,2016-03-18,"22:00:00",54
"170",1503960366,2016-03-18,"23:00:00",74
"171",1503960366,2016-03-19,"00:00:00",64
"172",1503960366,2016-03-19,"01:00:00",49
"173",1503960366,2016-03-19,"02:00:00",48
"174",1503960366,2016-03-19,"03:00:00",49
"175",1503960366,2016-03-19,"04:00:00",48
"176",1503960366,2016-03-19,"05:00:00",48
"177",1503960366,2016-03-19,"06:00:00",49
"178",1503960366,2016-03-19,"07:00:00",52
"179",1503960366,2016-03-19,"08:00:00",92
"180",1503960366,2016-03-19,"09:00:00",216
"181",1503960366,2016-03-19,"10:00:00",148
"182",1503960366,2016-03-19,"11:00:00",130
"183",1503960366,2016-03-19,"12:00:00",109
"184",1503960366,2016-03-19,"13:00:00",74
"185",1503960366,2016-03-19,"14:00:00",71
"186",1503960366,2016-03-19,"15:00:00",61
"187",1503960366,2016-03-19,"16:00:00",63
"188",1503960366,2016-03-19,"17:00:00",69
"189",1503960366,2016-03-19,"18:00:00",58
"190",1503960366,2016-03-19,"19:00:00",92
"191",1503960366,2016-03-19,"20:00:00",86
"192",1503960366,2016-03-19,"21:00:00",58
"193",1503960366,2016-03-19,"22:00:00",97
"194",1503960366,2016-03-19,"23:00:00",234
"195",1503960366,2016-03-20,"00:00:00",58
"196",1503960366,2016-03-20,"01:00:00",48
"197",1503960366,2016-03-20,"02:00:00",48
"198",1503960366,2016-03-20,"03:00:00",48
"199",1503960366,2016-03-20,"04:00:00",48
"200",1503960366,2016-03-20,"05:00:00",48
"201",1503960366,2016-03-20,"06:00:00",48
"202",1503960366,2016-03-20,"07:00:00",48
"203",1503960366,2016-03-20,"08:00:00",48
"204",1503960366,2016-03-20,"09:00:00",119
"205",1503960366,2016-03-20,"10:00:00",294
"206",1503960366,2016-03-20,"11:00:00",121
"207",1503960366,2016-03-20,"12:00:00",82
"208",1503960366,2016-03-20,"13:00:00",80
"209",1503960366,2016-03-20,"14:00:00",96
"210",1503960366,2016-03-20,"15:00:00",109
"211",1503960366,2016-03-20,"16:00:00",116
"212",1503960366,2016-03-20,"17:00:00",142
"213",1503960366,2016-03-20,"18:00:00",104
"214",1503960366,2016-03-20,"19:00:00",109
"215",1503960366,2016-03-20,"20:00:00",76
"216",1503960366,2016-03-20,"21:00:00",55
"217",1503960366,2016-03-20,"22:00:00",57
"218",1503960366,2016-03-20,"23:00:00",87
"219",1503960366,2016-03-21,"00:00:00",47
"220",1503960366,2016-03-21,"01:00:00",47
"221",1503960366,2016-03-21,"02:00:00",48
"222",1503960366,2016-03-21,"03:00:00",50
"223",1503960366,2016-03-21,"04:00:00",48
"224",1503960366,2016-03-21,"05:00:00",48
"225",1503960366,2016-03-21,"06:00:00",48
"226",1503960366,2016-03-21,"07:00:00",56
"227",1503960366,2016-03-21,"08:00:00",116
"228",1503960366,2016-03-21,"09:00:00",104
"229",1503960366,2016-03-21,"10:00:00",79
"230",1503960366,2016-03-21,"11:00:00",82
"231",1503960366,2016-03-21,"12:00:00",142
"232",1503960366,2016-03-21,"13:00:00",67
"233",1503960366,2016-03-21,"14:00:00",79
"234",1503960366,2016-03-21,"15:00:00",83
"235",1503960366,2016-03-21,"16:00:00",83
"236",1503960366,2016-03-21,"17:00:00",99
"237",1503960366,2016-03-21,"18:00:00",132
"238",1503960366,2016-03-21,"19:00:00",79
"239",1503960366,2016-03-21,"20:00:00",67
"240",1503960366,2016-03-21,"21:00:00",70
"241",1503960366,2016-03-21,"22:00:00",81
"242",1503960366,2016-03-21,"23:00:00",79
"243",1503960366,2016-03-22,"00:00:00",53
"244",1503960366,2016-03-22,"01:00:00",53
"245",1503960366,2016-03-22,"02:00:00",47
"246",1503960366,2016-03-22,"03:00:00",47
"247",1503960366,2016-03-22,"04:00:00",47
"248",1503960366,2016-03-22,"05:00:00",47
"249",1503960366,2016-03-22,"06:00:00",47
"250",1503960366,2016-03-22,"07:00:00",47
"251",1503960366,2016-03-22,"08:00:00",50
"252",1503960366,2016-03-22,"09:00:00",135
"253",1503960366,2016-03-22,"10:00:00",90
"254",1503960366,2016-03-22,"11:00:00",76
"255",1503960366,2016-03-22,"12:00:00",78
"256",1503960366,2016-03-22,"13:00:00",95
"257",1503960366,2016-03-22,"14:00:00",134
"258",1503960366,2016-03-22,"15:00:00",80
"259",1503960366,2016-03-22,"16:00:00",71
"260",1503960366,2016-03-22,"17:00:00",107
"261",1503960366,2016-03-22,"18:00:00",109
"262",1503960366,2016-03-22,"19:00:00",120
"263",1503960366,2016-03-22,"20:00:00",83
"264",1503960366,2016-03-22,"21:00:00",74
"265",1503960366,2016-03-22,"22:00:00",265
"266",1503960366,2016-03-22,"23:00:00",71
"267",1503960366,2016-03-23,"00:00:00",82
"268",1503960366,2016-03-23,"01:00:00",48
"269",1503960366,2016-03-23,"02:00:00",54
"270",1503960366,2016-03-23,"03:00:00",47
"271",1503960366,2016-03-23,"04:00:00",47
"272",1503960366,2016-03-23,"05:00:00",48
"273",1503960366,2016-03-23,"06:00:00",48
"274",1503960366,2016-03-23,"07:00:00",56
"275",1503960366,2016-03-23,"08:00:00",89
"276",1503960366,2016-03-23,"09:00:00",133
"277",1503960366,2016-03-23,"10:00:00",85
"278",1503960366,2016-03-23,"11:00:00",83
"279",1503960366,2016-03-23,"12:00:00",81
"280",1503960366,2016-03-23,"13:00:00",114
"281",1503960366,2016-03-23,"14:00:00",176
"282",1503960366,2016-03-23,"15:00:00",71
"283",1503960366,2016-03-23,"16:00:00",81
"284",1503960366,2016-03-23,"17:00:00",78
"285",1503960366,2016-03-23,"18:00:00",70
"286",1503960366,2016-03-23,"19:00:00",183
"287",1503960366,2016-03-23,"20:00:00",113
"288",1503960366,2016-03-23,"21:00:00",57
"289",1503960366,2016-03-23,"22:00:00",65
"290",1503960366,2016-03-23,"23:00:00",81
"291",1503960366,2016-03-24,"00:00:00",53
"292",1503960366,2016-03-24,"01:00:00",58
"293",1503960366,2016-03-24,"02:00:00",50
"294",1503960366,2016-03-24,"03:00:00",49
"295",1503960366,2016-03-24,"04:00:00",47
"296",1503960366,2016-03-24,"05:00:00",49
"297",1503960366,2016-03-24,"06:00:00",48
"298",1503960366,2016-03-24,"07:00:00",52
"299",1503960366,2016-03-24,"08:00:00",100
"300",1503960366,2016-03-24,"09:00:00",149
"301",1503960366,2016-03-24,"10:00:00",66
"302",1503960366,2016-03-24,"11:00:00",63
"303",1503960366,2016-03-24,"12:00:00",115
"304",1503960366,2016-03-24,"13:00:00",104
"305",1503960366,2016-03-24,"14:00:00",123
"306",1503960366,2016-03-24,"15:00:00",84
"307",1503960366,2016-03-24,"16:00:00",84
"308",1503960366,2016-03-24,"17:00:00",84
"309",1503960366,2016-03-24,"18:00:00",61
"310",1503960366,2016-03-24,"19:00:00",59
"311",1503960366,2016-03-24,"20:00:00",225
"312",1503960366,2016-03-24,"21:00:00",114
"313",1503960366,2016-03-24,"22:00:00",64
"314",1503960366,2016-03-24,"23:00:00",71
"315",1503960366,2016-03-25,"00:00:00",53
"316",1503960366,2016-03-25,"01:00:00",63
"317",1503960366,2016-03-25,"02:00:00",49
"318",1503960366,2016-03-25,"03:00:00",49
"319",1503960366,2016-03-25,"04:00:00",48
"320",1503960366,2016-03-25,"05:00:00",48
"321",1503960366,2016-03-25,"06:00:00",48
"322",1503960366,2016-03-25,"07:00:00",52
"323",1503960366,2016-03-25,"08:00:00",90
"324",1503960366,2016-03-25,"09:00:00",125
"325",1503960366,2016-03-25,"10:00:00",76
"326",1503960366,2016-03-25,"11:00:00",111
"327",1503960366,2016-03-25,"12:00:00",61
"328",1503960366,2016-03-25,"13:00:00",63
"329",1503960366,2016-03-25,"14:00:00",77
"330",1503960366,2016-03-25,"15:00:00",54
"331",1503960366,2016-03-25,"16:00:00",82
"332",1503960366,2016-03-25,"17:00:00",77
"333",1503960366,2016-03-25,"18:00:00",70
"334",1503960366,2016-03-25,"19:00:00",62
"335",1503960366,2016-03-25,"20:00:00",171
"336",1503960366,2016-03-25,"21:00:00",164
"337",1503960366,2016-03-25,"22:00:00",69
"338",1503960366,2016-03-25,"23:00:00",62
"339",1503960366,2016-03-26,"00:00:00",52
"340",1503960366,2016-03-26,"01:00:00",56
"341",1503960366,2016-03-26,"02:00:00",47
"342",1503960366,2016-03-26,"03:00:00",51
"343",1503960366,2016-03-26,"04:00:00",48
"344",1503960366,2016-03-26,"05:00:00",48
"345",1503960366,2016-03-26,"06:00:00",48
"346",1503960366,2016-03-26,"07:00:00",48
"347",1503960366,2016-03-26,"08:00:00",48
"348",1503960366,2016-03-26,"09:00:00",58
"349",1503960366,2016-03-26,"10:00:00",82
"350",1503960366,2016-03-26,"11:00:00",62
"351",1503960366,2016-03-26,"12:00:00",69
"352",1503960366,2016-03-26,"13:00:00",82
"353",1503960366,2016-03-26,"14:00:00",92
"354",1503960366,2016-03-26,"15:00:00",103
"355",1503960366,2016-03-26,"16:00:00",304
"356",1503960366,2016-03-26,"17:00:00",197
"357",1503960366,2016-03-26,"18:00:00",226
"358",1503960366,2016-03-26,"19:00:00",75
"359",1503960366,2016-03-26,"20:00:00",71
"360",1503960366,2016-03-26,"21:00:00",76
"361",1503960366,2016-03-26,"22:00:00",110
"362",1503960366,2016-03-26,"23:00:00",93
"363",1503960366,2016-03-27,"00:00:00",63
"364",1503960366,2016-03-27,"01:00:00",50
"365",1503960366,2016-03-27,"02:00:00",47
"366",1503960366,2016-03-27,"03:00:00",48
"367",1503960366,2016-03-27,"04:00:00",47
"368",1503960366,2016-03-27,"05:00:00",48
"369",1503960366,2016-03-27,"06:00:00",49
"370",1503960366,2016-03-27,"07:00:00",50
"371",1503960366,2016-03-27,"08:00:00",48
"372",1503960366,2016-03-27,"09:00:00",81
"373",1503960366,2016-03-27,"10:00:00",299
"374",1503960366,2016-03-27,"11:00:00",67
"375",1503960366,2016-03-27,"12:00:00",61
"376",1503960366,2016-03-27,"13:00:00",96
"377",1503960366,2016-03-27,"14:00:00",95
"378",1503960366,2016-03-27,"15:00:00",66
"379",1503960366,2016-03-27,"16:00:00",61
"380",1503960366,2016-03-27,"17:00:00",76
"381",1503960366,2016-03-27,"18:00:00",92
"382",1503960366,2016-03-27,"19:00:00",191
"383",1503960366,2016-03-27,"20:00:00",84
"384",1503960366,2016-03-27,"21:00:00",90
"385",1503960366,2016-03-27,"22:00:00",76
"386",1503960366,2016-03-27,"23:00:00",63
"387",1503960366,2016-03-28,"00:00:00",51
"388",1503960366,2016-03-28,"01:00:00",68
"389",1503960366,2016-03-28,"02:00:00",47
"390",1503960366,2016-03-28,"03:00:00",47
"391",1503960366,2016-03-28,"04:00:00",47
"392",1503960366,2016-03-28,"05:00:00",47
"393",1503960366,2016-03-28,"06:00:00",47
"394",1503960366,2016-03-28,"07:00:00",47
"395",1503960366,2016-03-28,"08:00:00",55
"396",1503960366,2016-03-28,"09:00:00",140
"397",1503960366,2016-03-28,"10:00:00",68
"398",1503960366,2016-03-28,"11:00:00",70
"399",1503960366,2016-03-28,"12:00:00",69
"400",1503960366,2016-03-28,"13:00:00",207
"401",1503960366,2016-03-28,"14:00:00",105
"402",1503960366,2016-03-28,"15:00:00",72
"403",1503960366,2016-03-28,"16:00:00",68
"404",1503960366,2016-03-28,"17:00:00",71
"405",1503960366,2016-03-28,"18:00:00",78
"406",1503960366,2016-03-28,"19:00:00",209
"407",1503960366,2016-03-28,"20:00:00",99
"408",1503960366,2016-03-28,"21:00:00",62
"409",1503960366,2016-03-28,"22:00:00",69
"410",1503960366,2016-03-28,"23:00:00",94
"411",1503960366,2016-03-29,"00:00:00",47
"412",1503960366,2016-03-29,"01:00:00",47
"413",1503960366,2016-03-29,"02:00:00",50
"414",1503960366,2016-03-29,"03:00:00",48
"415",1503960366,2016-03-29,"04:00:00",47
"416",1503960366,2016-03-29,"05:00:00",49
"417",1503960366,2016-03-29,"06:00:00",49
"418",1503960366,2016-03-29,"07:00:00",52
"419",1503960366,2016-03-29,"08:00:00",65
"420",1503960366,2016-03-29,"09:00:00",132
"421",1503960366,2016-03-29,"10:00:00",84
"422",1503960366,2016-03-29,"11:00:00",102
"423",1503960366,2016-03-29,"12:00:00",62
"424",1503960366,2016-03-29,"13:00:00",113
"425",1503960366,2016-03-29,"14:00:00",65
"426",1503960366,2016-03-29,"15:00:00",79
"427",1503960366,2016-03-29,"16:00:00",80
"428",1503960366,2016-03-29,"17:00:00",74
"429",1503960366,2016-03-29,"18:00:00",90
"430",1503960366,2016-03-29,"19:00:00",82
"431",1503960366,2016-03-29,"20:00:00",214
"432",1503960366,2016-03-29,"21:00:00",105
"433",1503960366,2016-03-29,"22:00:00",47
"434",1503960366,2016-03-29,"23:00:00",79
"435",1503960366,2016-03-30,"00:00:00",65
"436",1503960366,2016-03-30,"01:00:00",47
"437",1503960366,2016-03-30,"02:00:00",47
"438",1503960366,2016-03-30,"03:00:00",47
"439",1503960366,2016-03-30,"04:00:00",47
"440",1503960366,2016-03-30,"05:00:00",47
"441",1503960366,2016-03-30,"06:00:00",47
"442",1503960366,2016-03-30,"07:00:00",47
"443",1503960366,2016-03-30,"08:00:00",49
"444",1503960366,2016-03-30,"09:00:00",117
"445",1503960366,2016-03-30,"10:00:00",74
"446",1503960366,2016-03-30,"11:00:00",78
"447",1503960366,2016-03-30,"12:00:00",152
"448",1503960366,2016-03-30,"13:00:00",59
"449",1503960366,2016-03-30,"14:00:00",77
"450",1503960366,2016-03-30,"15:00:00",71
"451",1503960366,2016-03-30,"16:00:00",62
"452",1503960366,2016-03-30,"17:00:00",58
"453",1503960366,2016-03-30,"18:00:00",175
"454",1503960366,2016-03-30,"19:00:00",128
"455",1503960366,2016-03-30,"20:00:00",120
"456",1503960366,2016-03-30,"21:00:00",94
"457",1503960366,2016-03-30,"22:00:00",55
"458",1503960366,2016-03-30,"23:00:00",74
"459",1503960366,2016-03-31,"00:00:00",57
"460",1503960366,2016-03-31,"01:00:00",52
"461",1503960366,2016-03-31,"02:00:00",59
"462",1503960366,2016-03-31,"03:00:00",48
"463",1503960366,2016-03-31,"04:00:00",48
"464",1503960366,2016-03-31,"05:00:00",48
"465",1503960366,2016-03-31,"06:00:00",47
"466",1503960366,2016-03-31,"07:00:00",53
"467",1503960366,2016-03-31,"08:00:00",63
"468",1503960366,2016-03-31,"09:00:00",135
"469",1503960366,2016-03-31,"10:00:00",76
"470",1503960366,2016-03-31,"11:00:00",59
"471",1503960366,2016-03-31,"12:00:00",74
"472",1503960366,2016-03-31,"13:00:00",79
"473",1503960366,2016-03-31,"14:00:00",92
"474",1503960366,2016-03-31,"15:00:00",107
"475",1503960366,2016-03-31,"16:00:00",65
"476",1503960366,2016-03-31,"17:00:00",68
"477",1503960366,2016-03-31,"18:00:00",69
"478",1503960366,2016-03-31,"19:00:00",66
"479",1503960366,2016-03-31,"20:00:00",124
"480",1503960366,2016-03-31,"21:00:00",109
"481",1503960366,2016-03-31,"22:00:00",81
"482",1503960366,2016-03-31,"23:00:00",208
"483",1503960366,2016-04-01,"00:00:00",69
"484",1503960366,2016-04-01,"01:00:00",47
"485",1503960366,2016-04-01,"02:00:00",53
"486",1503960366,2016-04-01,"03:00:00",56
"487",1503960366,2016-04-01,"04:00:00",47
"488",1503960366,2016-04-01,"05:00:00",47
"489",1503960366,2016-04-01,"06:00:00",47
"490",1503960366,2016-04-01,"07:00:00",53
"491",1503960366,2016-04-01,"08:00:00",71
"492",1503960366,2016-04-01,"09:00:00",70
"493",1503960366,2016-04-01,"10:00:00",60
"494",1503960366,2016-04-01,"11:00:00",58
"495",1503960366,2016-04-01,"12:00:00",55
"496",1503960366,2016-04-01,"13:00:00",52
"497",1503960366,2016-04-01,"14:00:00",68
"498",1503960366,2016-04-01,"15:00:00",66
"499",1503960366,2016-04-01,"16:00:00",76
"500",1503960366,2016-04-01,"17:00:00",56
"501",1503960366,2016-04-01,"18:00:00",65
"502",1503960366,2016-04-01,"19:00:00",55
"503",1503960366,2016-04-01,"20:00:00",172
"504",1503960366,2016-04-01,"21:00:00",186
"505",1503960366,2016-04-01,"22:00:00",224
"506",1503960366,2016-04-01,"23:00:00",119
"507",1503960366,2016-04-02,"00:00:00",70
"508",1503960366,2016-04-02,"01:00:00",51
"509",1503960366,2016-04-02,"02:00:00",48
"510",1503960366,2016-04-02,"03:00:00",58
"511",1503960366,2016-04-02,"04:00:00",48
"512",1503960366,2016-04-02,"05:00:00",49
"513",1503960366,2016-04-02,"06:00:00",48
"514",1503960366,2016-04-02,"07:00:00",56
"515",1503960366,2016-04-02,"08:00:00",52
"516",1503960366,2016-04-02,"09:00:00",58
"517",1503960366,2016-04-02,"10:00:00",57
"518",1503960366,2016-04-02,"11:00:00",76
"519",1503960366,2016-04-02,"12:00:00",55
"520",1503960366,2016-04-02,"13:00:00",87
"521",1503960366,2016-04-02,"14:00:00",60
"522",1503960366,2016-04-02,"15:00:00",77
"523",1503960366,2016-04-02,"16:00:00",95
"524",1503960366,2016-04-02,"17:00:00",70
"525",1503960366,2016-04-02,"18:00:00",59
"526",1503960366,2016-04-02,"19:00:00",214
"527",1503960366,2016-04-02,"20:00:00",142
"528",1503960366,2016-04-02,"21:00:00",91
"529",1503960366,2016-04-02,"22:00:00",100
"530",1503960366,2016-04-02,"23:00:00",128
"531",1503960366,2016-04-03,"00:00:00",63
"532",1503960366,2016-04-03,"01:00:00",53
"533",1503960366,2016-04-03,"02:00:00",55
"534",1503960366,2016-04-03,"03:00:00",52
"535",1503960366,2016-04-03,"04:00:00",49
"536",1503960366,2016-04-03,"05:00:00",49
"537",1503960366,2016-04-03,"06:00:00",48
"538",1503960366,2016-04-03,"07:00:00",48
"539",1503960366,2016-04-03,"08:00:00",48
"540",1503960366,2016-04-03,"09:00:00",60
"541",1503960366,2016-04-03,"10:00:00",140
"542",1503960366,2016-04-03,"11:00:00",86
"543",1503960366,2016-04-03,"12:00:00",96
"544",1503960366,2016-04-03,"13:00:00",106
"545",1503960366,2016-04-03,"14:00:00",55
"546",1503960366,2016-04-03,"15:00:00",97
"547",1503960366,2016-04-03,"16:00:00",62
"548",1503960366,2016-04-03,"17:00:00",77
"549",1503960366,2016-04-03,"18:00:00",73
"550",1503960366,2016-04-03,"19:00:00",81
"551",1503960366,2016-04-03,"20:00:00",79
"552",1503960366,2016-04-03,"21:00:00",84
"553",1503960366,2016-04-03,"22:00:00",75
"554",1503960366,2016-04-03,"23:00:00",210
"555",1503960366,2016-04-04,"00:00:00",73
"556",1503960366,2016-04-04,"01:00:00",55
"557",1503960366,2016-04-04,"02:00:00",52
"558",1503960366,2016-04-04,"03:00:00",49
"559",1503960366,2016-04-04,"04:00:00",47
"560",1503960366,2016-04-04,"05:00:00",50
"561",1503960366,2016-04-04,"06:00:00",48
"562",1503960366,2016-04-04,"07:00:00",52
"563",1503960366,2016-04-04,"08:00:00",83
"564",1503960366,2016-04-04,"09:00:00",148
"565",1503960366,2016-04-04,"10:00:00",79
"566",1503960366,2016-04-04,"11:00:00",73
"567",1503960366,2016-04-04,"12:00:00",147
"568",1503960366,2016-04-04,"13:00:00",71
"569",1503960366,2016-04-04,"14:00:00",83
"570",1503960366,2016-04-04,"15:00:00",70
"571",1503960366,2016-04-04,"16:00:00",67
"572",1503960366,2016-04-04,"17:00:00",104
"573",1503960366,2016-04-04,"18:00:00",127
"574",1503960366,2016-04-04,"19:00:00",174
"575",1503960366,2016-04-04,"20:00:00",133
"576",1503960366,2016-04-04,"21:00:00",89
"577",1503960366,2016-04-04,"22:00:00",66
"578",1503960366,2016-04-04,"23:00:00",109
"579",1503960366,2016-04-05,"00:00:00",61
"580",1503960366,2016-04-05,"01:00:00",53
"581",1503960366,2016-04-05,"02:00:00",71
"582",1503960366,2016-04-05,"03:00:00",52
